team_season_id,franchise,season,display,division,games,record,pts_scored_mean,pts_scored_sd,pts_allowed_mean,pts_allowed_sd,point_diff_pg,strength_z,eligible_qb,eligible_rb,eligible_wr,eligible_te
ARI-2024,ARI,2024,2024 Arizona Cardinals,NFC West,17,8-9,23.53,11.1,22.29,10.43,1.235,0.187,1,4,3,3
ATL-2024,ATL,2024,2024 Atlanta Falcons,NFC South,17,8-9,22.88,10.03,24.88,10.42,-2,-0.303,1,3,4,2
BAL-2024,BAL,2024,2024 Baltimore Ravens,AFC North,17,12-5,30.47,7.84,21.24,9.72,9.235,1.401,1,3,4,3
BUF-2024,BUF,2024,2024 Buffalo Bills,AFC East,17,13-4,30.88,10.26,21.65,10.92,9.235,1.401,2,3,5,3
CAR-2024,CAR,2024,2024 Carolina Panthers,NFC South,17,5-12,20.06,11.05,31.41,8.86,-11.353,-1.722,1,3,6,3
CHI-2024,CHI,2024,2024 Chicago Bears,NFC North,17,5-12,18.24,9.48,21.76,8.27,-3.529,-0.535,1,3,4,2
CIN-2024,CIN,2024,2024 Cincinnati Bengals,AFC North,17,9-8,27.76,8.92,25.53,11.43,2.235,0.339,1,3,5,4
CLE-2024,CLE,2024,2024 Cleveland Browns,AFC North,17,3-14,15.18,7.61,25.59,7.53,-10.412,-1.579,1,4,5,2
DAL-2024,DAL,2024,2024 Dallas Cowboys,NFC East,17,7-10,20.59,8.57,27.53,9.93,-6.941,-1.053,2,3,6,3
DEN-2024,DEN,2024,2024 Denver Broncos,AFC West,17,10-7,25,10.74,18.29,11.23,6.706,1.017,1,3,6,3
DET-2024,DET,2024,2024 Detroit Lions,NFC North,17,15-2,33.18,11.06,20.12,11.28,13.059,1.98,1,4,4,2
GB-2024,GB,2024,2024 Green Bay Packers,NFC North,17,11-6,27.06,6.45,19.88,9.33,7.176,1.088,1,3,4,1
HOU-2024,HOU,2024,2024 Houston Texans,AFC South,17,10-7,21.88,9.07,21.88,7.08,0,0,1,3,7,2
IND-2024,IND,2024,2024 Indianapolis Colts,AFC South,17,8-9,22.18,8.81,25.12,8.4,-2.941,-0.446,1,3,6,3
JAX-2024,JAX,2024,2024 Jacksonville Jaguars,AFC South,17,4-13,18.82,8.57,25.59,12.1,-6.765,-1.026,2,3,6,3
KC-2024,KC,2024,2024 Kansas City Chiefs,AFC West,17,15-2,22.65,7.41,19.18,7.86,3.471,0.526,1,3,5,2
LAC-2024,LAC,2024,2024 Los Angeles Chargers,AFC West,17,11-6,23.65,8.68,17.71,9.37,5.941,0.901,1,4,4,2
LAR-2024,LAR,2024,2024 Los Angeles Rams,NFC West,17,10-7,21.59,8.11,22.71,10.56,-1.118,-0.17,1,2,7,2
LV-2024,LV,2024,2024 Las Vegas Raiders,AFC West,17,4-13,18.18,4.9,25.53,8.99,-7.353,-1.115,2,3,3,2
MIA-2024,MIA,2024,2024 Miami Dolphins,AFC East,17,8-9,20.29,9.27,21.41,8.45,-1.118,-0.17,1,3,4,3
MIN-2024,MIN,2024,2024 Minnesota Vikings,NFC North,17,14-3,25.41,7.78,19.53,8.76,5.882,0.892,1,3,5,3
NE-2024,NE,2024,2024 New England Patriots,AFC East,17,4-13,17,6.05,24.53,9.99,-7.529,-1.142,1,3,4,2
NO-2024,NO,2024,2024 New Orleans Saints,NFC South,17,5-12,19.88,12.57,23.41,9.91,-3.529,-0.535,2,3,6,3
NYG-2024,NYG,2024,2024 New York Giants,NFC East,17,3-14,16.06,10.15,24.41,6.58,-8.353,-1.267,1,3,5,3
NYJ-2024,NYJ,2024,2024 New York Jets,AFC East,17,5-12,19.88,7.58,23.76,9.6,-3.882,-0.589,1,3,6,2
PHI-2024,PHI,2024,2024 Philadelphia Eagles,NFC East,17,14-3,27.24,7.77,17.82,9.02,9.412,1.427,1,3,4,2
PIT-2024,PIT,2024,2024 Pittsburgh Steelers,AFC North,17,10-7,22.35,9.06,20.41,8.97,1.941,0.294,2,3,4,2
SEA-2024,SEA,2024,2024 Seattle Seahawks,NFC West,17,10-7,22.06,7.48,21.65,10.98,0.412,0.062,1,4,5,3
SF-2024,SF,2024,2024 San Francisco 49ers,NFC West,17,6-11,22.88,9.54,25.65,9.84,-2.765,-0.419,1,2,5,2
TB-2024,TB,2024,2024 Tampa Bay Buccaneers,NFC South,17,10-7,29.53,10.51,22.65,8.78,6.882,1.044,1,3,6,2
TEN-2024,TEN,2024,2024 Tennessee Titans,AFC South,17,3-14,18.29,7.51,27.06,10.87,-8.765,-1.329,2,3,5,3
WAS-2024,WAS,2024,2024 Washington Commanders,NFC East,17,12-5,28.53,8.54,23,8.57,5.529,0.839,1,3,5,2
ARI-2025,ARI,2025,2025 Arizona Cardinals,NFC West,17,3-14,20.88,3.94,28.71,10.24,-7.824,-1.252,1,3,3,2
ATL-2025,ATL,2025,2025 Atlanta Falcons,NFC South,17,8-9,20.76,8.69,23.59,8.41,-2.824,-0.452,2,2,5,2
BAL-2025,BAL,2025,2025 Baltimore Ravens,AFC North,17,8-9,24.94,10.23,23.41,12.47,1.529,0.245,1,4,6,3
BUF-2025,BUF,2025,2025 Buffalo Bills,AFC East,17,12-5,28.29,10.18,21.47,9.82,6.824,1.092,1,4,5,3
CAR-2025,CAR,2025,2025 Carolina Panthers,NFC South,17,8-9,18.29,8.67,22.35,10.52,-4.059,-0.65,1,3,5,3
CHI-2025,CHI,2025,2025 Chicago Bears,NFC North,17,11-6,25.94,7.86,24.41,12.2,1.529,0.245,1,3,5,2
CIN-2025,CIN,2025,2025 Cincinnati Bengals,AFC North,17,6-11,24.35,13.5,28.94,10.56,-4.588,-0.734,2,3,5,4
CLE-2025,CLE,2025,2025 Cleveland Browns,AFC North,17,5-12,16.41,7.29,22.29,10.16,-5.882,-0.941,2,3,6,3
DAL-2025,DAL,2025,2025 Dallas Cowboys,NFC East,17,7-9-1,27.71,9.1,30.06,8.26,-2.353,-0.377,1,3,5,3
DEN-2025,DEN,2025,2025 Denver Broncos,AFC West,17,14-3,23.59,8.19,18.29,9.53,5.294,0.847,1,4,4,2
DET-2025,DET,2025,2025 Detroit Lions,NFC North,17,9-8,28.29,12.63,24.29,8.14,4,0.64,1,4,4,2
GB-2025,GB,2025,2025 Green Bay Packers,NFC North,17,9-7-1,23,9.96,21.18,9.69,1.824,0.292,1,3,5,3
HOU-2025,HOU,2025,2025 Houston Texans,AFC South,17,12-5,23.76,10.21,17.35,7.36,6.412,1.026,1,4,5,1
IND-2025,IND,2025,2025 Indianapolis Colts,AFC South,17,8-9,27.41,8.8,24.24,10.34,3.176,0.508,1,3,6,3
JAX-2025,JAX,2025,2025 Jacksonville Jaguars,AFC South,17,13-4,27.88,9.98,19.76,10.08,8.118,1.299,1,3,5,3
KC-2025,KC,2025,2025 Kansas City Chiefs,AFC West,17,6-11,21.29,8.22,19.29,8.43,2,0.32,1,3,6,2
LAC-2025,LAC,2025,2025 Los Angeles Chargers,AFC West,17,11-6,21.65,9.4,20,8.16,1.647,0.264,1,3,6,2
LAR-2025,LAR,2025,2025 Los Angeles Rams,NFC West,17,12-5,30.47,8.91,20.35,10.57,10.118,1.619,1,2,6,4
LV-2025,LV,2025,2025 Las Vegas Raiders,AFC West,17,3-14,14.18,8.37,25.41,9.84,-11.235,-1.798,1,3,5,3
MIA-2025,MIA,2025,2025 Miami Dolphins,AFC East,17,7-10,20.41,9.12,24.94,10.27,-4.529,-0.725,1,3,4,4
MIN-2025,MIN,2025,2025 Minnesota Vikings,NFC North,17,9-8,20.24,11.58,19.59,9.62,0.647,0.104,1,3,6,2
NE-2025,NE,2025,2025 New England Patriots,AFC East,17,14-3,28.82,8.06,18.82,6.59,10,1.601,1,2,6,2
NO-2025,NO,2025,2025 New Orleans Saints,NFC South,17,6-11,18,7.56,22.53,9.2,-4.529,-0.725,2,2,6,3
NYG-2025,NYG,2025,2025 New York Giants,NFC East,17,4-13,22.41,9.41,25.82,8.67,-3.412,-0.546,1,3,3,2
NYJ-2025,NYJ,2025,2025 New York Jets,AFC East,17,3-14,17.65,10.05,29.59,9.41,-11.941,-1.911,1,3,5,2
PHI-2025,PHI,2025,2025 Philadelphia Eagles,NFC East,17,11-6,22.29,8.01,19.12,8.17,3.176,0.508,1,3,3,4
PIT-2025,PIT,2025,2025 Pittsburgh Steelers,AFC North,17,10-7,23.35,8.62,22.76,8.07,0.588,0.094,1,3,6,3
SEA-2025,SEA,2025,2025 Seattle Seahawks,NFC West,17,14-3,28.41,9.93,17.18,9.98,11.235,1.798,1,4,5,3
SF-2025,SF,2025,2025 San Francisco 49ers,NFC West,17,12-5,25.71,11.53,21.82,9.7,3.882,0.621,2,2,5,3
TB-2025,TB,2025,2025 Tampa Bay Buccaneers,NFC South,17,8-9,22.35,7.85,24.18,9.33,-1.824,-0.292,1,3,7,2
TEN-2025,TEN,2025,2025 Tennessee Titans,AFC South,17,3-14,16.71,8.67,28.12,8.98,-11.412,-1.827,1,3,3,3
WAS-2025,WAS,2025,2025 Washington Commanders,NFC East,17,5-12,20.94,9.2,26.53,10.53,-5.588,-0.894,1,3,6,4
